date,city,blood_bank,blood_group,units_available,thalassemia_units_required
2025-01-11,Bhopal,Metro Blood Bank,AB+,102,4
2025-01-11,Bhopal,Metro Blood Bank,AB-,17,1
2025-01-11,Bhopal,Metro Blood Bank,O+,108,3
2025-01-11,Bhopal,Metro Blood Bank,O-,1,7
2025-01-11,Indore,Red Cross Blood Bank,A+,36,1
2025-01-11,Indore,Red Cross Blood Bank,A-,10,6
2025-01-11,Indore,Red Cross Blood Bank,B+,13,4
2025-01-11,Indore,Red Cross Blood Bank,B-,20,8
2025-01-11,Indore,Red Cross Blood Bank,AB+,43,0
2025-01-11,Indore,Red Cross Blood Bank,AB-,1,3
2025-01-11,Indore,Red Cross Blood Bank,O+,56,9
2025-01-11,Indore,Red Cross Blood Bank,O-,18,2
2025-01-11,Indore,City Care Blood Bank,A+,66,10
2025-01-11,Indore,City Care Blood Bank,A-,22,8
2025-01-11,Indore,City Care Blood Bank,B+,78,10
2025-01-11,Indore,City Care Blood Bank,B-,27,10
2025-01-11,Indore,City Care Blood Bank,AB+,88,2
2025-01-11,Indore,City Care Blood Bank,AB-,20,4
2025-01-11,Indore,City Care Blood Bank,O+,70,1
2025-01-11,Indore,City Care Blood Bank,O-,2,4
2025-01-11,Indore,LifeLine Blood Center,A+,36,2
2025-01-11,Indore,LifeLine Blood Center,A-,6,7
2025-01-11,Indore,LifeLine Blood Center,B+,115,8
2025-01-11,Indore,LifeLine Blood Center,B-,14,3
2025-01-11,Indore,LifeLine Blood Center,AB+,36,0
2025-01-11,Indore,LifeLine Blood Center,AB-,1,4
2025-01-11,Indore,LifeLine Blood Center,O+,37,5
2025-01-11,Indore,LifeLine Blood Center,O-,2,6
2025-01-11,Indore,Hope Blood Bank,A+,68,7
2025-01-11,Indore,Hope Blood Bank,A-,24,4
2025-01-11,Indore,Hope Blood Bank,B+,90,6
2025-01-11,Indore,Hope Blood Bank,B-,26,1
2025-01-11,Indore,Hope Blood Bank,AB+,105,4
2025-01-11,Indore,Hope Blood Bank,AB-,1,8
2025-01-11,Indore,Hope Blood Bank,O+,37,7
2025-01-11,Indore,Hope Blood Bank,O-,4,10
2025-01-11,Indore,Metro Blood Bank,A+,19,3
2025-01-11,Indore,Metro Blood Bank,A-,19,10
2025-01-11,Indore,Metro Blood Bank,B+,98,10
2025-01-11,Indore,Metro Blood Bank,B-,26,5
2025-01-11,Indore,Metro Blood Bank,AB+,96,0
2025-01-11,Indore,Metro Blood Bank,AB-,15,1
2025-01-11,Indore,Metro Blood Bank,O+,68,0
2025-01-11,Indore,Metro Blood Bank,O-,6,5
2025-01-11,Jabalpur,Red Cross Blood Bank,A+,63,4
2025-01-11,Jabalpur,Red Cross Blood Bank,A-,26,5
2025-01-11,Jabalpur,Red Cross Blood Bank,B+,35,4
2025-01-11,Jabalpur,Red Cross Blood Bank,B-,5,6
2025-01-11,Jabalpur,Red Cross Blood Bank,AB+,77,6
2025-01-11,Jabalpur,Red Cross Blood Bank,AB-,9,5
2025-01-11,Jabalpur,Red Cross Blood Bank,O+,18,3
2025-01-11,Jabalpur,Red Cross Blood Bank,O-,10,7
2025-01-11,Jabalpur,City Care Blood Bank,A+,60,3
2025-01-11,Jabalpur,City Care Blood Bank,A-,12,7
2025-01-11,Jabalpur,City Care Blood Bank,B+,29,10
2025-01-11,Jabalpur,City Care Blood Bank,B-,26,8
2025-01-11,Jabalpur,City Care Blood Bank,AB+,87,6
2025-01-11,Jabalpur,City Care Blood Bank,AB-,12,1
2025-01-11,Jabalpur,City Care Blood Bank,O+,23,9
2025-01-11,Jabalpur,City Care Blood Bank,O-,17,2
2025-01-11,Jabalpur,LifeLine Blood Center,A+,66,2
2025-01-11,Jabalpur,LifeLine Blood Center,A-,5,9
2025-01-11,Jabalpur,LifeLine Blood Center,B+,67,10
2025-01-11,Jabalpur,LifeLine Blood Center,B-,19,4
2025-01-11,Jabalpur,LifeLine Blood Center,AB+,39,0
2025-01-11,Jabalpur,LifeLine Blood Center,AB-,19,3
2025-01-11,Jabalpur,LifeLine Blood Center,O+,32,4
2025-01-11,Jabalpur,LifeLine Blood Center,O-,15,7
2025-01-11,Jabalpur,Hope Blood Bank,A+,17,1
2025-01-11,Jabalpur,Hope Blood Bank,A-,23,3
2025-01-11,Jabalpur,Hope Blood Bank,B+,95,10
2025-01-11,Jabalpur,Hope Blood Bank,B-,23,3
2025-01-11,Jabalpur,Hope Blood Bank,AB+,57,3
2025-01-11,Jabalpur,Hope Blood Bank,AB-,10,10
2025-01-11,Jabalpur,Hope Blood Bank,O+,23,10
2025-01-11,Jabalpur,Hope Blood Bank,O-,7,6
2025-01-11,Jabalpur,Metro Blood Bank,A+,15,2
2025-01-11,Jabalpur,Metro Blood Bank,A-,27,10
2025-01-11,Jabalpur,Metro Blood Bank,B+,46,6
2025-01-11,Jabalpur,Metro Blood Bank,B-,13,5
2025-01-11,Jabalpur,Metro Blood Bank,AB+,72,5
2025-01-11,Jabalpur,Metro Blood Bank,AB-,16,0
2025-01-11,Jabalpur,Metro Blood Bank,O+,73,0
2025-01-11,Jabalpur,Metro Blood Bank,O-,14,1
2025-01-11,Gwalior,Red Cross Blood Bank,A+,95,2
2025-01-11,Gwalior,Red Cross Blood Bank,A-,21,7
2025-01-11,Gwalior,Red Cross Blood Bank,B+,87,10
2025-01-11,Gwalior,Red Cross Blood Bank,B-,30,9
2025-01-11,Gwalior,Red Cross Blood Bank,AB+,65,7
2025-01-11,Gwalior,Red Cross Blood Bank,AB-,17,8
2025-01-11,Gwalior,Red Cross Blood Bank,O+,68,10
2025-01-11,Gwalior,Red Cross Blood Bank,O-,14,5
2025-01-11,Gwalior,City Care Blood Bank,A+,24,5
2025-01-11,Gwalior,City Care Blood Bank,A-,17,6
2025-01-11,Gwalior,City Care Blood Bank,B+,80,0
2025-01-11,Gwalior,City Care Blood Bank,B-,22,10
2025-01-11,Gwalior,City Care Blood Bank,AB+,89,0
2025-01-11,Gwalior,City Care Blood Bank,AB-,1,4
2025-01-11,Gwalior,City Care Blood Bank,O+,10,8
2025-01-11,Gwalior,City Care Blood Bank,O-,20,5
2025-01-11,Gwalior,LifeLine Blood Center,A+,78,2
2025-01-11,Gwalior,LifeLine Blood Center,A-,29,9
2025-01-11,Gwalior,LifeLine Blood Center,B+,19,10
2025-01-11,Gwalior,LifeLine Blood Center,B-,6,4
2025-01-11,Gwalior,LifeLine Blood Center,AB+,58,2
2025-01-11,Gwalior,LifeLine Blood Center,AB-,19,2
2025-01-11,Gwalior,LifeLine Blood Center,O+,75,5
2025-01-11,Gwalior,LifeLine Blood Center,O-,0,4
2025-01-11,Gwalior,Hope Blood Bank,A+,86,1
2025-01-11,Gwalior,Hope Blood Bank,A-,13,9
2025-01-11,Gwalior,Hope Blood Bank,B+,82,4
2025-01-11,Gwalior,Hope Blood Bank,B-,6,6
2025-01-11,Gwalior,Hope Blood Bank,AB+,92,1
2025-01-11,Gwalior,Hope Blood Bank,AB-,19,1
2025-01-11,Gwalior,Hope Blood Bank,O+,88,7
2025-01-11,Gwalior,Hope Blood Bank,O-,11,8
2025-01-11,Gwalior,Metro Blood Bank,A+,52,1
2025-01-11,Gwalior,Metro Blood Bank,A-,12,8
2025-01-11,Gwalior,Metro Blood Bank,B+,50,0
2025-01-11,Gwalior,Metro Blood Bank,B-,15,9
2025-01-11,Gwalior,Metro Blood Bank,AB+,36,5
2025-01-11,Gwalior,Metro Blood Bank,AB-,3,2
2025-01-11,Gwalior,Metro Blood Bank,O+,64,10
2025-01-11,Gwalior,Metro Blood Bank,O-,6,7
2025-01-11,Ujjain,Red Cross Blood Bank,A+,67,4
2025-01-11,Ujjain,Red Cross Blood Bank,A-,23,5
2025-01-11,Ujjain,Red Cross Blood Bank,B+,20,6
2025-01-11,Ujjain,Red Cross Blood Bank,B-,21,5
2025-01-11,Ujjain,Red Cross Blood Bank,AB+,55,0
2025-01-11,Ujjain,Red Cross Blood Bank,AB-,13,2
2025-01-11,Ujjain,Red Cross Blood Bank,O+,10,0
2025-01-11,Ujjain,Red Cross Blood Bank,O-,15,7
2025-01-11,Ujjain,City Care Blood Bank,A+,50,1
2025-01-11,Ujjain,City Care Blood Bank,A-,5,7
2025-01-11,Ujjain,City Care Blood Bank,B+,73,10
2025-01-11,Ujjain,City Care Blood Bank,B-,22,5
2025-01-11,Ujjain,City Care Blood Bank,AB+,11,0
2025-01-11,Ujjain,City Care Blood Bank,AB-,13,9
2025-01-11,Ujjain,City Care Blood Bank,O+,11,2
2025-01-11,Ujjain,City Care Blood Bank,O-,16,1
2025-01-11,Ujjain,LifeLine Blood Center,A+,76,3
2025-01-11,Ujjain,LifeLine Blood Center,A-,19,6
2025-01-11,Ujjain,LifeLine Blood Center,B+,52,9
2025-01-11,Ujjain,LifeLine Blood Center,B-,24,1
2025-01-11,Ujjain,LifeLine Blood Center,AB+,27,5
2025-01-11,Ujjain,LifeLine Blood Center,AB-,8,3
2025-01-11,Ujjain,LifeLine Blood Center,O+,39,7
2025-01-11,Ujjain,LifeLine Blood Center,O-,16,10
2025-01-11,Ujjain,Hope Blood Bank,A+,14,5
2025-01-11,Ujjain,Hope Blood Bank,A-,23,0
2025-01-11,Ujjain,Hope Blood Bank,B+,68,5
2025-01-11,Ujjain,Hope Blood Bank,B-,10,0
2025-01-11,Ujjain,Hope Blood Bank,AB+,16,3
2025-01-11,Ujjain,Hope Blood Bank,AB-,2,4
2025-01-11,Ujjain,Hope Blood Bank,O+,52,2
2025-01-11,Ujjain,Hope Blood Bank,O-,2,6
2025-01-11,Ujjain,Metro Blood Bank,A+,77,6
2025-01-11,Ujjain,Metro Blood Bank,A-,12,1
2025-01-11,Ujjain,Metro Blood Bank,B+,40,9
2025-01-11,Ujjain,Metro Blood Bank,B-,11,2
2025-01-11,Ujjain,Metro Blood Bank,AB+,40,1
2025-01-11,Ujjain,Metro Blood Bank,AB-,8,4
2025-01-11,Ujjain,Metro Blood Bank,O+,51,8
2025-01-11,Ujjain,Metro Blood Bank,O-,8,5
2025-01-11,Sagar,Red Cross Blood Bank,A+,85,1
2025-01-11,Sagar,Red Cross Blood Bank,A-,20,0
2025-01-11,Sagar,Red Cross Blood Bank,B+,42,1
2025-01-11,Sagar,Red Cross Blood Bank,B-,4,5
2025-01-11,Sagar,Red Cross Blood Bank,AB+,22,3
2025-01-11,Sagar,Red Cross Blood Bank,AB-,17,9
2025-01-11,Sagar,Red Cross Blood Bank,O+,52,4
2025-01-11,Sagar,Red Cross Blood Bank,O-,5,5
2025-01-11,Sagar,City Care Blood Bank,A+,79,2
2025-01-11,Sagar,City Care Blood Bank,A-,6,8
2025-01-11,Sagar,City Care Blood Bank,B+,34,2
2025-01-11,Sagar,City Care Blood Bank,B-,14,2
2025-01-11,Sagar,City Care Blood Bank,AB+,66,10
2025-01-11,Sagar,City Care Blood Bank,AB-,4,6
2025-01-11,Sagar,City Care Blood Bank,O+,70,1
2025-01-11,Sagar,City Care Blood Bank,O-,1,5
2025-01-11,Sagar,LifeLine Blood Center,A+,16,2
2025-01-11,Sagar,LifeLine Blood Center,A-,6,1
2025-01-11,Sagar,LifeLine Blood Center,B+,47,10
2025-01-11,Sagar,LifeLine Blood Center,B-,22,4
2025-01-11,Sagar,LifeLine Blood Center,AB+,23,4
2025-01-11,Sagar,LifeLine Blood Center,AB-,8,5
2025-01-11,Sagar,LifeLine Blood Center,O+,78,0
2025-01-11,Sagar,LifeLine Blood Center,O-,16,2
2025-01-11,Sagar,Hope Blood Bank,A+,62,3
2025-01-11,Sagar,Hope Blood Bank,A-,5,1
2025-01-11,Sagar,Hope Blood Bank,B+,29,0
2025-01-11,Sagar,Hope Blood Bank,B-,4,1
2025-01-11,Sagar,Hope Blood Bank,AB+,47,4
2025-01-11,Sagar,Hope Blood Bank,AB-,17,1
2025-01-11,Sagar,Hope Blood Bank,O+,22,10
2025-01-11,Sagar,Hope Blood Bank,O-,5,9
2025-01-11,Sagar,Metro Blood Bank,A+,82,1
2025-01-11,Sagar,Metro Blood Bank,A-,22,6
2025-01-11,Sagar,Metro Blood Bank,B+,27,3
2025-01-11,Sagar,Metro Blood Bank,B-,22,4
2025-01-11,Sagar,Metro Blood Bank,AB+,23,3
2025-01-11,Sagar,Metro Blood Bank,AB-,10,3
2025-01-11,Sagar,Metro Blood Bank,O+,51,10
2025-01-11,Sagar,Metro Blood Bank,O-,5,6
2025-01-12,Bhopal,Red Cross Blood Bank,A+,117,0
2025-01-12,Bhopal,Red Cross Blood Bank,A-,30,2
2025-01-12,Bhopal,Red Cross Blood Bank,B+,102,6
2025-01-12,Bhopal,Red Cross Blood Bank,B-,26,5
2025-01-12,Bhopal,Red Cross Blood Bank,AB+,25,6
2025-01-12,Bhopal,Red Cross Blood Bank,AB-,3,7
2025-01-12,Bhopal,Red Cross Blood Bank,O+,107,1
2025-01-12,Bhopal,Red Cross Blood Bank,O-,5,6
2025-01-12,Bhopal,City Care Blood Bank,A+,31,7
2025-01-12,Bhopal,City Care Blood Bank,A-,12,4
2025-01-12,Bhopal,City Care Blood Bank,B+,110,10
2025-01-12,Bhopal,City Care Blood Bank,B-,37,4
2025-01-12,Bhopal,City Care Blood Bank,AB+,116,0
2025-01-12,Bhopal,City Care Blood Bank,AB-,1,6
2025-01-12,Bhopal,City Care Blood Bank,O+,23,3
2025-01-12,Bhopal,City Care Blood Bank,O-,7,6
2025-01-12,Bhopal,LifeLine Blood Center,A+,12,1
2025-01-12,Bhopal,LifeLine Blood Center,A-,37,7
2025-01-12,Bhopal,LifeLine Blood Center,B+,83,5
2025-01-12,Bhopal,LifeLine Blood Center,B-,16,1
2025-01-12,Bhopal,LifeLine Blood Center,AB+,112,6
2025-01-12,Bhopal,LifeLine Blood Center,AB-,15,1
2025-01-12,Bhopal,LifeLine Blood Center,O+,86,7
2025-01-12,Bhopal,LifeLine Blood Center,O-,13,6
2025-01-12,Bhopal,Hope Blood Bank,A+,88,6
2025-01-12,Bhopal,Hope Blood Bank,A-,25,10
2025-01-12,Bhopal,Hope Blood Bank,B+,121,6
2025-01-12,Bhopal,Hope Blood Bank,B-,13,4
2025-01-12,Bhopal,Hope Blood Bank,AB+,83,1
2025-01-12,Bhopal,Hope Blood Bank,AB-,3,10
2025-01-12,Bhopal,Hope Blood Bank,O+,53,5
2025-01-12,Bhopal,Hope Blood Bank,O-,25,2
2025-01-12,Bhopal,Metro Blood Bank,A+,112,10
2025-01-12,Bhopal,Metro Blood Bank,A-,21,10
2025-01-12,Bhopal,Metro Blood Bank,B+,13,5
2025-01-12,Bhopal,Metro Blood Bank,B-,28,9
2025-01-12,Bhopal,Metro Blood Bank,AB+,35,5
2025-01-12,Bhopal,Metro Blood Bank,AB-,20,10
2025-01-12,Bhopal,Metro Blood Bank,O+,56,7
2025-01-12,Bhopal,Metro Blood Bank,O-,15,1
2025-01-12,Indore,Red Cross Blood Bank,A+,115,4
2025-01-12,Indore,Red Cross Blood Bank,A-,20,9
2025-01-12,Indore,Red Cross Blood Bank,B+,58,8
2025-01-12,Indore,Red Cross Blood Bank,B-,22,6
2025-01-12,Indore,Red Cross Blood Bank,AB+,55,4
2025-01-12,Indore,Red Cross Blood Bank,AB-,9,7
2025-01-12,Indore,Red Cross Blood Bank,O+,51,2
2025-01-12,Indore,Red Cross Blood Bank,O-,10,4
2025-01-12,Indore,City Care Blood Bank,A+,19,1
2025-01-12,Indore,City Care Blood Bank,A-,12,3
2025-01-12,Indore,City Care Blood Bank,B+,18,5
2025-01-12,Indore,City Care Blood Bank,B-,19,2
2025-01-12,Indore,City Care Blood Bank,AB+,51,10
2025-01-12,Indore,City Care Blood Bank,AB-,7,5
2025-01-12,Indore,City Care Blood Bank,O+,49,9
2025-01-12,Indore,City Care Blood Bank,O-,21,6
2025-01-12,Indore,LifeLine Blood Center,A+,58,3
2025-01-12,Indore,LifeLine Blood Center,A-,14,7
2025-01-12,Indore,LifeLine Blood Center,B+,74,2
2025-01-12,Indore,LifeLine Blood Center,B-,6,6
2025-01-12,Indore,LifeLine Blood Center,AB+,15,1
2025-01-12,Indore,LifeLine Blood Center,AB-,3,3
2025-01-12,Indore,LifeLine Blood Center,O+,28,4
2025-01-12,Indore,LifeLine Blood Center,O-,16,5
2025-01-12,Indore,Hope Blood Bank,A+,68,5
2025-01-12,Indore,Hope Blood Bank,A-,6,5
2025-01-12,Indore,Hope Blood Bank,B+,103,5
2025-01-12,Indore,Hope Blood Bank,B-,9,8
2025-01-12,Indore,Hope Blood Bank,AB+,37,5
2025-01-12,Indore,Hope Blood Bank,AB-,10,9
2025-01-12,Indore,Hope Blood Bank,O+,120,10
2025-01-12,Indore,Hope Blood Bank,O-,20,6
2025-01-12,Indore,Metro Blood Bank,A+,67,10
2025-01-12,Indore,Metro Blood Bank,A-,10,5
2025-01-12,Indore,Metro Blood Bank,B+,102,8
2025-01-12,Indore,Metro Blood Bank,B-,33,8
2025-01-12,Indore,Metro Blood Bank,AB+,27,2
2025-01-12,Indore,Metro Blood Bank,AB-,10,3
2025-01-12,Indore,Metro Blood Bank,O+,66,5
2025-01-12,Indore,Metro Blood Bank,O-,9,4
2025-01-12,Jabalpur,Red Cross Blood Bank,A+,31,9
2025-01-12,Jabalpur,Red Cross Blood Bank,A-,5,2
2025-01-12,Jabalpur,Red Cross Blood Bank,B+,11,0
2025-01-12,Jabalpur,Red Cross Blood Bank,B-,17,8
2025-01-12,Jabalpur,Red Cross Blood Bank,AB+,34,6
2025-01-12,Jabalpur,Red Cross Blood Bank,AB-,15,0
2025-01-12,Jabalpur,Red Cross Blood Bank,O+,19,4
2025-01-12,Jabalpur,Red Cross Blood Bank,O-,14,2
2025-01-12,Jabalpur,City Care Blood Bank,A+,38,0
2025-01-12,Jabalpur,City Care Blood Bank,A-,7,5
2025-01-12,Jabalpur,City Care Blood Bank,B+,39,6
2025-01-12,Jabalpur,City Care Blood Bank,B-,4,2
2025-01-12,Jabalpur,City Care Blood Bank,AB+,93,10
2025-01-12,Jabalpur,City Care Blood Bank,AB-,9,0
2025-01-12,Jabalpur,City Care Blood Bank,O+,92,10
2025-01-12,Jabalpur,City Care Blood Bank,O-,4,3
2025-01-12,Jabalpur,LifeLine Blood Center,A+,47,2
2025-01-12,Jabalpur,LifeLine Blood Center,A-,27,8
2025-01-12,Jabalpur,LifeLine Blood Center,B+,35,6
2025-01-12,Jabalpur,LifeLine Blood Center,B-,16,3
2025-01-12,Jabalpur,LifeLine Blood Center,AB+,76,4
2025-01-12,Jabalpur,LifeLine Blood Center,AB-,17,10
2025-01-12,Jabalpur,LifeLine Blood Center,O+,54,5
2025-01-12,Jabalpur,LifeLine Blood Center,O-,19,8
2025-01-12,Jabalpur,Hope Blood Bank,A+,44,0
2025-01-12,Jabalpur,Hope Blood Bank,A-,24,5
2025-01-12,Jabalpur,Hope Blood Bank,B+,51,2
2025-01-12,Jabalpur,Hope Blood Bank,B-,7,7
2025-01-12,Jabalpur,Hope Blood Bank,AB+,20,6
2025-01-12,Jabalpur,Hope Blood Bank,AB-,0,9
2025-01-12,Jabalpur,Hope Blood Bank,O+,23,3
2025-01-12,Jabalpur,Hope Blood Bank,O-,18,10
2025-01-12,Jabalpur,Metro Blood Bank,A+,44,0
2025-01-12,Jabalpur,Metro Blood Bank,A-,21,5
2025-01-12,Jabalpur,Metro Blood Bank,B+,39,1
2025-01-12,Jabalpur,Metro Blood Bank,B-,8,0
2025-01-12,Jabalpur,Metro Blood Bank,AB+,51,2
2025-01-12,Jabalpur,Metro Blood Bank,AB-,13,8
2025-01-12,Jabalpur,Metro Blood Bank,O+,56,5
2025-01-12,Jabalpur,Metro Blood Bank,O-,7,9
2025-01-12,Gwalior,Red Cross Blood Bank,A+,46,9
2025-01-12,Gwalior,Red Cross Blood Bank,A-,5,2
2025-01-12,Gwalior,Red Cross Blood Bank,B+,17,6
2025-01-12,Gwalior,Red Cross Blood Bank,B-,11,4
2025-01-12,Gwalior,Red Cross Blood Bank,AB+,63,4
2025-01-12,Gwalior,Red Cross Blood Bank,AB-,12,7
2025-01-12,Gwalior,Red Cross Blood Bank,O+,56,6
2025-01-12,Gwalior,Red Cross Blood Bank,O-,1,6
2025-01-12,Gwalior,City Care Blood Bank,A+,62,10
2025-01-12,Gwalior,City Care Blood Bank,A-,28,9
2025-01-12,Gwalior,City Care Blood Bank,B+,65,2
2025-01-12,Gwalior,City Care Blood Bank,B-,27,4
2025-01-12,Gwalior,City Care Blood Bank,AB+,100,3
2025-01-12,Gwalior,City Care Blood Bank,AB-,12,10
2025-01-12,Gwalior,City Care Blood Bank,O+,43,10
2025-01-12,Gwalior,City Care Blood Bank,O-,16,4
2025-01-12,Gwalior,LifeLine Blood Center,A+,74,4
2025-01-12,Gwalior,LifeLine Blood Center,A-,14,2
2025-01-12,Gwalior,LifeLine Blood Center,B+,82,7
2025-01-12,Gwalior,LifeLine Blood Center,B-,6,8
2025-01-12,Gwalior,LifeLine Blood Center,AB+,77,0
2025-01-12,Gwalior,LifeLine Blood Center,AB-,0,3
2025-01-12,Gwalior,LifeLine Blood Center,O+,22,5
2025-01-12,Gwalior,LifeLine Blood Center,O-,8,10
2025-01-12,Gwalior,Hope Blood Bank,A+,43,10
2025-01-12,Gwalior,Hope Blood Bank,A-,11,10
2025-01-12,Gwalior,Hope Blood Bank,B+,10,0
2025-01-12,Gwalior,Hope Blood Bank,B-,7,6
2025-01-12,Gwalior,Hope Blood Bank,AB+,82,2
2025-01-12,Gwalior,Hope Blood Bank,AB-,1,5
2025-01-12,Gwalior,Hope Blood Bank,O+,51,1
2025-01-12,Gwalior,Hope Blood Bank,O-,3,5
2025-01-12,Gwalior,Metro Blood Bank,A+,51,4
2025-01-12,Gwalior,Metro Blood Bank,A-,18,8
2025-01-12,Gwalior,Metro Blood Bank,B+,27,4
2025-01-12,Gwalior,Metro Blood Bank,B-,20,2
2025-01-12,Gwalior,Metro Blood Bank,AB+,86,0
2025-01-12,Gwalior,Metro Blood Bank,AB-,12,8
2025-01-12,Gwalior,Metro Blood Bank,O+,91,1
2025-01-12,Gwalior,Metro Blood Bank,O-,10,4
2025-01-12,Ujjain,Red Cross Blood Bank,A+,69,7
2025-01-12,Ujjain,Red Cross Blood Bank,A-,12,0
2025-01-12,Ujjain,Red Cross Blood Bank,B+,50,1
2025-01-12,Ujjain,Red Cross Blood Bank,B-,20,2
2025-01-12,Ujjain,Red Cross Blood Bank,AB+,50,0
2025-01-12,Ujjain,Red Cross Blood Bank,AB-,6,9
2025-01-12,Ujjain,Red Cross Blood Bank,O+,20,7
2025-01-12,Ujjain,Red Cross Blood Bank,O-,3,9
2025-01-12,Ujjain,City Care Blood Bank,A+,8,6
2025-01-12,Ujjain,City Care Blood Bank,A-,16,0
2025-01-12,Ujjain,City Care Blood Bank,B+,36,6
2025-01-12,Ujjain,City Care Blood Bank,B-,12,1
2025-01-12,Ujjain,City Care Blood Bank,AB+,76,7
2025-01-12,Ujjain,City Care Blood Bank,AB-,4,3
2025-01-12,Ujjain,City Care Blood Bank,O+,36,6
2025-01-12,Ujjain,City Care Blood Bank,O-,16,2
2025-01-12,Ujjain,LifeLine Blood Center,A+,73,5
2025-01-12,Ujjain,LifeLine Blood Center,A-,7,9
2025-01-12,Ujjain,LifeLine Blood Center,B+,42,0
2025-01-12,Ujjain,LifeLine Blood Center,B-,7,10
2025-01-12,Ujjain,LifeLine Blood Center,AB+,68,7
2025-01-12,Ujjain,LifeLine Blood Center,AB-,15,2
2025-01-12,Ujjain,LifeLine Blood Center,O+,71,2
2025-01-12,Ujjain,LifeLine Blood Center,O-,13,3
2025-01-12,Ujjain,Hope Blood Bank,A+,66,1
2025-01-12,Ujjain,Hope Blood Bank,A-,16,5
2025-01-12,Ujjain,Hope Blood Bank,B+,22,9
2025-01-12,Ujjain,Hope Blood Bank,B-,19,3
2025-01-12,Ujjain,Hope Blood Bank,AB+,70,6
2025-01-12,Ujjain,Hope Blood Bank,AB-,4,9
2025-01-12,Ujjain,Hope Blood Bank,O+,16,7
2025-01-12,Ujjain,Hope Blood Bank,O-,4,10
2025-01-12,Ujjain,Metro Blood Bank,A+,18,1
2025-01-12,Ujjain,Metro Blood Bank,A-,12,9
2025-01-12,Ujjain,Metro Blood Bank,B+,42,0
2025-01-12,Ujjain,Metro Blood Bank,B-,9,9
2025-01-12,Ujjain,Metro Blood Bank,AB+,16,7
2025-01-12,Ujjain,Metro Blood Bank,AB-,1,8
2025-01-12,Ujjain,Metro Blood Bank,O+,13,6
2025-01-12,Ujjain,Metro Blood Bank,O-,4,10
2025-01-12,Sagar,Red Cross Blood Bank,A+,36,7
2025-01-12,Sagar,Red Cross Blood Bank,A-,10,9
2025-01-12,Sagar,Red Cross Blood Bank,B+,68,2
2025-01-12,Sagar,Red Cross Blood Bank,B-,8,4
2025-01-12,Sagar,Red Cross Blood Bank,AB+,70,1
2025-01-12,Sagar,Red Cross Blood Bank,AB-,1,4
2025-01-12,Sagar,Red Cross Blood Bank,O+,29,5
2025-01-12,Sagar,Red Cross Blood Bank,O-,10,3
2025-01-12,Sagar,City Care Blood Bank,A+,81,4
2025-01-12,Sagar,City Care Blood Bank,A-,10,7
2025-01-12,Sagar,City Care Blood Bank,B+,35,1
2025-01-12,Sagar,City Care Blood Bank,B-,16,0
2025-01-12,Sagar,City Care Blood Bank,AB+,24,6
2025-01-12,Sagar,City Care Blood Bank,AB-,0,8
2025-01-12,Sagar,City Care Blood Bank,O+,60,1
2025-01-12,Sagar,City Care Blood Bank,O-,7,6
2025-01-12,Sagar,LifeLine Blood Center,A+,47,0
2025-01-12,Sagar,LifeLine Blood Center,A-,19,3
2025-01-12,Sagar,LifeLine Blood Center,B+,35,1
2025-01-12,Sagar,LifeLine Blood Center,B-,11,3
2025-01-12,Sagar,LifeLine Blood Center,AB+,76,7
2025-01-12,Sagar,LifeLine Blood Center,AB-,9,8
2025-01-12,Sagar,LifeLine Blood Center,O+,78,0
2025-01-12,Sagar,LifeLine Blood Center,O-,4,1
2025-01-12,Sagar,Hope Blood Bank,A+,39,9
2025-01-12,Sagar,Hope Blood Bank,A-,5,0
2025-01-12,Sagar,Hope Blood Bank,B+,61,4
2025-01-12,Sagar,Hope Blood Bank,B-,7,2
2025-01-12,Sagar,Hope Blood Bank,AB+,60,9
2025-01-12,Sagar,Hope Blood Bank,AB-,2,9
2025-01-12,Sagar,Hope Blood Bank,O+,50,4
2025-01-12,Sagar,Hope Blood Bank,O-,16,10
2025-01-12,Sagar,Metro Blood Bank,A+,32,10
2025-01-12,Sagar,Metro Blood Bank,A-,5,9
2025-01-12,Sagar,Metro Blood Bank,B+,39,1
2025-01-12,Sagar,Metro Blood Bank,B-,24,1
2025-01-12,Sagar,Metro Blood Bank,AB+,56,1
2025-01-12,Sagar,Metro Blood Bank,AB-,5,7
2025-01-12,Sagar,Metro Blood Bank,O+,17,2
2025-01-12,Sagar,Metro Blood Bank,O-,16,10
2025-01-13,Bhopal,Red Cross Blood Bank,A+,123,8
2025-01-13,Bhopal,Red Cross Blood Bank,A-,36,6
2025-01-13,Bhopal,Red Cross Blood Bank,B+,52,4
2025-01-13,Bhopal,Red Cross Blood Bank,B-,26,1
2025-01-13,Bhopal,Red Cross Blood Bank,AB+,32,2
2025-01-13,Bhopal,Red Cross Blood Bank,AB-,1,10
2025-01-13,Bhopal,Red Cross Blood Bank,O+,107,8
2025-01-13,Bhopal,Red Cross Blood Bank,O-,10,0
2025-01-13,Bhopal,City Care Blood Bank,A+,76,4
2025-01-13,Bhopal,City Care Blood Bank,A-,35,2
2025-01-13,Bhopal,City Care Blood Bank,B+,97,6
2025-01-13,Bhopal,City Care Blood Bank,B-,7,8
2025-01-13,Bhopal,City Care Blood Bank,AB+,47,9
